date,blood_group,units_demanded
2014-08-03,AB,49
2014-08-03,B,251
2014-08-03,O,454
2014-08-04,A,270
2014-08-04,AB,59
2014-08-04,B,302
2014-08-04,O,420
2014-08-05,A,243
2014-08-05,AB,50
2014-08-05,B,245
2014-08-05,O,403
2014-08-06,A,253
2014-08-06,AB,51
2014-08-06,B,295
2014-08-06,O,435
2014-08-07,A,266
2014-08-07,AB,58
2014-08-07,B,285
2014-08-07,O,459
2014-08-08,A,274
2014-08-08,AB,59
2014-08-08,B,277
2014-08-08,O,433
2014-08-09,A,262
2014-08-09,AB,52
2014-08-09,B,283
2014-08-09,O,388
2014-08-10,A,276
2014-08-10,AB,72
2014-08-10,B,306
2014-08-10,O,484
2014-08-11,A,293
2014-08-11,AB,66
2014-08-11,B,339
2014-08-11,O,518
2014-08-12,A,265
2014-08-12,AB,60
2014-08-12,B,287
2014-08-12,O,499
2014-08-13,A,293
2014-08-13,AB,80
2014-08-13,B,310
2014-08-13,O,497
2014-08-14,A,332
2014-08-14,AB,81
2014-08-14,B,322
2014-08-14,O,530
2014-08-15,A,339
2014-08-15,AB,70
2014-08-15,B,359
2014-08-15,O,528
2014-08-16,A,308
2014-08-16,AB,67
2014-08-16,B,355
2014-08-16,O,485
2014-08-17,A,373
2014-08-17,AB,62
2014-08-17,B,358
2014-08-17,O,512
2014-08-18,A,341
2014-08-18,AB,66
2014-08-18,B,368
2014-08-18,O,547
2014-08-19,A,333
2014-08-19,AB,63
2014-08-19,B,349
2014-08-19,O,569
2014-08-20,A,333
2014-08-20,AB,78
2014-08-20,B,349
2014-08-20,O,569
2014-08-21,A,313
2014-08-21,AB,66
2014-08-21,B,390
2014-08-21,O,569
2014-08-22,A,326
2014-08-22,AB,85
2014-08-22,B,365
2014-08-22,O,525
2014-08-23,A,310
2014-08-23,AB,58
2014-08-23,B,341
2014-08-23,O,506
2014-08-24,A,302
2014-08-24,AB,64
2014-08-24,B,358
2014-08-24,O,533
2014-08-25,A,331
2014-08-25,AB,62
2014-08-25,B,376
2014-08-25,O,559
2014-08-26,A,353
2014-08-26,AB,78
2014-08-26,B,360
2014-08-26,O,582
2014-08-27,A,352
2014-08-27,AB,145
2014-08-27,B,411
2014-08-27,O,632
2014-08-28,A,402
2014-08-28,AB,77
2014-08-28,B,420
2014-08-28,O,660
2014-08-29,A,390
2014-08-29,AB,80
2014-08-29,B,406
2014-08-29,O,612
2014-08-30,A,379
2014-08-30,AB,68
2014-08-30,B,362
2014-08-30,O,602
2014-08-31,A,379
2014-08-31,AB,105
2014-08-31,B,413
2014-08-31,O,562
2014-09-01,A,422
2014-09-01,AB,97
2014-09-01,B,476
2014-09-01,O,596
2014-09-02,A,416
2014-09-02,AB,102
2014-09-02,B,418
2014-09-02,O,620
2014-09-03,A,387
2014-09-03,AB,89
2014-09-03,B,422
2014-09-03,O,635
2014-09-04,A,402
2014-09-04,AB,93
2014-09-04,B,421
2014-09-04,O,628
2014-09-05,A,422
2014-09-05,AB,76
2014-09-05,B,452
2014-09-05,O,638
2014-09-06,A,392
2014-09-06,AB,79
2014-09-06,B,400
2014-09-06,O,607
2014-09-07,A,421
2014-09-07,AB,73
2014-09-07,B,418
2014-09-07,O,571
2014-09-08,A,401
2014-09-08,AB,88
2014-09-08,B,486
2014-09-08,O,645
2014-09-09,A,402
2014-09-09,AB,79
2014-09-09,B,442
2014-09-09,O,589
2014-09-10,A,429
2014-09-10,AB,88
2014-09-10,B,419
2014-09-10,O,626
2014-09-11,A,450
2014-09-11,AB,92
2014-09-11,B,477
2014-09-11,O,623
2014-09-12,A,407
2014-09-12,AB,92
2014-09-12,B,434
2014-09-12,O,582
2014-09-13,A,381
2014-09-13,AB,88
2014-09-13,B,406
2014-09-13,O,1172
2014-09-14,A,394
2014-09-14,AB,85
2014-09-14,B,411
2014-09-14,O,533
2014-09-15,A,425
2014-09-15,AB,97
2014-09-15,B,426
2014-09-15,O,609
2014-09-16,A,398
2014-09-16,AB,87
2014-09-16,B,431
2014-09-16,O,590
2014-09-17,A,418
2014-09-17,AB,94
2014-09-17,B,1084
2014-09-17,O,581
2014-09-18,A,403
2014-09-18,AB,95
2014-09-18,B,438
2014-09-18,O,537
2014-09-19,A,383
2014-09-19,AB,85
2014-09-19,B,418
2014-09-19,O,569
2014-09-20,A,355
2014-09-20,AB,85
2014-09-20,B,385
2014-09-20,O,515
2014-09-21,A,378
2014-09-21,AB,91
2014-09-21,B,1038
2014-09-21,O,511
2014-09-22,A,397
2014-09-22,AB,92
2014-09-22,B,455
2014-09-22,O,580
2014-09-23,A,385
2014-09-23,AB,83
2014-09-23,B,421
2014-09-23,O,596
2014-09-24,A,456
2014-09-24,AB,88
2014-09-24,B,452
2014-09-24,O,593
2014-09-25,A,438
2014-09-25,AB,93
2014-09-25,B,458
2014-09-25,O,603
2014-09-26,A,448
2014-09-26,AB,94
2014-09-26,B,458
2014-09-26,O,625
2014-09-27,A,384
2014-09-27,AB,88
2014-09-27,B,464
2014-09-27,O,579
2014-09-28,A,464
2014-09-28,AB,106
2014-09-28,B,518
2014-09-28,O,604
2014-09-29,A,450
2014-09-29,AB,104
2014-09-29,B,498
2014-09-29,O,637
2014-09-30,A,474
2014-09-30,AB,105
2014-09-30,B,490
2014-09-30,O,630
2014-10-01,A,448
2014-10-01,AB,97
2014-10-01,B,507
2014-10-01,O,650
2014-10-02,A,466
2014-10-02,AB,101
2014-10-02,B,512
2014-10-02,O,674
2014-10-03,A,480
2014-10-03,AB,92
2014-10-03,B,483
2014-10-03,O,708
2014-10-04,A,463
2014-10-04,AB,82
2014-10-04,B,432
2014-10-04,O,624
2014-10-05,A,438
2014-10-05,AB,100
2014-10-05,B,435
2014-10-05,O,604
2014-10-06,A,454
2014-10-06,AB,93
2014-10-06,B,438
2014-10-06,O,639
2014-10-07,A,386
2014-10-07,AB,107
2014-10-07,B,447
2014-10-07,O,608
2014-10-08,A,423
2014-10-08,AB,109
2014-10-08,B,407
2014-10-08,O,625
2014-10-09,A,427
2014-10-09,AB,97
2014-10-09,B,474
2014-10-09,O,643
2014-10-10,A,396
2014-10-10,AB,115
2014-10-10,B,421
2014-10-10,O,654
2014-10-11,A,367
2014-10-11,AB,93
2014-10-11,B,414
2014-10-11,O,620
2014-10-12,A,384
2014-10-12,AB,97
2014-10-12,B,424
2014-10-12,O,575
2014-10-13,A,435
2014-10-13,AB,119
2014-10-13,B,478
2014-10-13,O,669
2014-10-14,A,430
2014-10-14,AB,99
2014-10-14,B,418
2014-10-14,O,640
2014-10-15,A,427
2014-10-15,AB,93
2014-10-15,B,476
2014-10-15,O,710
2014-10-16,A,470
2014-10-16,AB,107
2014-10-16,B,440
2014-10-16,O,674
2014-10-17,A,455
2014-10-17,AB,100
2014-10-17,B,476
2014-10-17,O,697
2014-10-18,A,414
2014-10-18,AB,84
2014-10-18,B,442
2014-10-18,O,631
2014-10-19,A,441
2014-10-19,AB,94
2014-10-19,B,448
2014-10-19,O,654
2014-10-20,A,488
2014-10-20,AB,99
2014-10-20,B,512
2014-10-20,O,675
2014-10-21,A,417
2014-10-21,AB,101
2014-10-21,B,445
2014-10-21,O,690
2014-10-22,A,455
2014-10-22,AB,119
2014-10-22,B,439
2014-10-22,O,660
2014-10-23,A,425
2014-10-23,AB,100
2014-10-23,B,473
2014-10-23,O,669
2014-10-24,A,403
2014-10-24,AB,93
2014-10-24,B,425
2014-10-24,O,675
2014-10-25,A,382
2014-10-25,AB,63
2014-10-25,B,720
2014-10-25,O,558
2014-10-26,A,342
2014-10-26,AB,90
2014-10-26,B,379
2014-10-26,O,529
2014-10-27,A,367
2014-10-27,AB,88
2014-10-27,B,371
2014-10-27,O,613
2014-10-28,A,344
2014-10-28,AB,93
2014-10-28,B,395
2014-10-28,O,558
2014-10-29,A,366
2014-10-29,AB,84
2014-10-29,B,373
2014-10-29,O,544
2014-10-30,A,346
2014-10-30,AB,84
2014-10-30,B,408
2014-10-30,O,588
2014-10-31,A,347
2014-10-31,AB,78
2014-10-31,B,360
2014-10-31,O,553
2014-11-01,A,322
2014-11-01,AB,74
2014-11-01,B,355
2014-11-01,O,522
2014-11-02,A,325
2014-11-02,AB,67
2014-11-02,B,340
2014-11-02,O,540
2014-11-03,A,366
2014-11-03,AB,81
2014-11-03,B,390
2014-11-03,O,613
2014-11-04,A,393
2014-11-04,AB,92
2014-11-04,B,451
2014-11-04,O,607
2014-11-05,A,386
2014-11-05,AB,91
2014-11-05,B,380
2014-11-05,O,624
2014-11-06,A,417
2014-11-06,AB,91
2014-11-06,B,397
2014-11-06,O,615
2014-11-07,A,578
2014-11-07,AB,78
2014-11-07,B,448
2014-11-07,O,598
2014-11-08,A,358
2014-11-08,AB,77
2014-11-08,B,376
2014-11-08,O,575
2014-11-09,A,376
2014-11-09,AB,81
2014-11-09,B,387
2014-11-09,O,569
2014-11-10,A,361
2014-11-10,AB,92
2014-11-10,B,423
2014-11-10,O,600
2014-11-11,A,368
2014-11-11,AB,78
2014-11-11,B,424
2014-11-11,O,601
2014-11-12,A,393
2014-11-12,AB,103
2014-11-12,B,420
2014-11-12,O,616
2014-11-13,A,433
2014-11-13,AB,79
2014-11-13,B,408
2014-11-13,O,581
2014-11-14,A,389
2014-11-14,AB,83
2014-11-14,B,404
2014-11-14,O,543
2014-11-15,A,319
2014-11-15,AB,69
2014-11-15,B,340
2014-11-15,O,482
2014-11-16,A,364
2014-11-16,AB,62
2014-11-16,B,344
2014-11-16,O,481
2014-11-17,A,410
2014-11-17,AB,79
2014-11-17,B,366
2014-11-17,O,522
2014-11-18,A,390
2014-11-18,AB,85
2014-11-18,B,370
2014-11-18,O,540
2014-11-19,A,334
2014-11-19,AB,66
2014-11-19,B,396
2014-11-19,O,545
2014-11-20,A,377
2014-11-20,AB,68
2014-11-20,B,362
2014-11-20,O,524
2014-11-21,A,326
2014-11-21,AB,75
2014-11-21,B,402
2014-11-21,O,563
2014-11-22,A,336
2014-11-22,AB,64
2014-11-22,B,332
2014-11-22,O,487
2014-11-23,A,344
2014-11-23,AB,81
2014-11-23,B,350
2014-11-23,O,507
2014-11-24,A,374
2014-11-24,AB,69
2014-11-24,B,353
2014-11-24,O,568
2014-11-25,A,376
2014-11-25,AB,84
2014-11-25,B,385
2014-11-25,O,573
2014-11-26,A,355
2014-11-26,AB,94
2014-11-26,B,433
2014-11-26,O,569
2014-11-27,A,388
2014-11-27,AB,102
2014-11-27,B,384
2014-11-27,O,547
2014-11-28,A,375
2014-11-28,AB,93
2014-11-28,B,379
2014-11-28,O,558
2014-11-29,A,361
2014-11-29,AB,70
2014-11-29,B,359
2014-11-29,O,490
2014-11-30,A,349
2014-11-30,AB,71
2014-11-30,B,323
2014-11-30,O,530
2014-12-01,A,361
2014-12-01,AB,84
2014-12-01,B,401
2014-12-01,O,627
2014-12-02,A,342
2014-12-02,AB,91
2014-12-02,B,378
2014-12-02,O,576
2014-12-03,A,336
2014-12-03,AB,73
2014-12-03,B,358
2014-12-03,O,574
2014-12-04,A,336
2014-12-04,AB,88
2014-12-04,B,357
2014-12-04,O,619
2014-12-05,A,350
2014-12-05,AB,91
2014-12-05,B,341
2014-12-05,O,601
2014-12-06,A,306
2014-12-06,AB,91
2014-12-06,B,343
2014-12-06,O,491
2014-12-07,A,316
2014-12-07,AB,83
2014-12-07,B,358
2014-12-07,O,578
2014-12-08,A,351
2014-12-08,AB,104
2014-12-08,B,374
2014-12-08,O,587
2014-12-09,A,336
2014-12-09,AB,102
2014-12-09,B,424
2014-12-09,O,602
2014-12-10,A,339
2014-12-10,AB,90
2014-12-10,B,360
2014-12-10,O,588
2014-12-11,A,375
2014-12-11,AB,88
2014-12-11,B,393
2014-12-11,O,576
2014-12-12,A,341
2014-12-12,AB,80
2014-12-12,B,386
2014-12-12,O,580
2014-12-13,A,292
2014-12-13,AB,77
2014-12-13,B,359
2014-12-13,O,553
2014-12-14,A,529
2014-12-14,AB,88
2014-12-14,B,364
2014-12-14,O,574
2014-12-15,A,545
2014-12-15,AB,77
2014-12-15,B,370
2014-12-15,O,589
2014-12-16,A,552
2014-12-16,AB,84
2014-12-16,B,365
2014-12-16,O,557
2014-12-17,A,1161
2014-12-17,AB,93
2014-12-17,B,387
2014-12-17,O,585
2014-12-18,A,570
2014-12-18,AB,81
2014-12-18,B,399
2014-12-18,O,562
2014-12-19,A,523
2014-12-19,AB,99
2014-12-19,B,428
2014-12-19,O,599
2014-12-20,A,513
2014-12-20,AB,63
2014-12-20,B,341
2014-12-20,O,509
2014-12-21,A,498
2014-12-21,AB,91
2014-12-21,B,331
2014-12-21,O,574
2014-12-22,A,586
2014-12-22,AB,106
2014-12-22,B,382
2014-12-22,O,613
2014-12-23,A,514
2014-12-23,AB,83
2014-12-23,B,371
2014-12-23,O,538
2014-12-24,A,516
2014-12-24,AB,88
2014-12-24,B,322
2014-12-24,O,571
2014-12-25,A,539
2014-12-25,AB,78
2014-12-25,B,398
2014-12-25,O,544
2014-12-26,A,494
2014-12-26,AB,82
2014-12-26,B,356
2014-12-26,O,563
2014-12-27,A,488
2014-12-27,AB,57
2014-12-27,B,329
2014-12-27,O,506
2014-12-28,A,528
2014-12-28,AB,64
2014-12-28,B,324
2014-12-28,O,527
2014-12-29,A,515
2014-12-29,AB,91
2014-12-29,B,355
2014-12-29,O,552
2014-12-30,A,510
2014-12-30,AB,66
2014-12-30,B,334
2014-12-30,O,534
2014-12-31,A,488
2014-12-31,AB,88
2014-12-31,B,322
2014-12-31,O,509
2015-01-01,A,337
2015-01-01,AB,87
2015-01-01,B,345
2015-01-01,O,528
2015-01-02,A,288
2015-01-02,AB,88
2015-01-02,B,289
2015-01-02,O,535
2015-01-03,A,278
2015-01-03,AB,82
2015-01-03,B,289
2015-01-03,O,497
2015-01-04,A,293
2015-01-04,AB,84
2015-01-04,B,293
2015-01-04,O,520
2015-01-05,A,313
2015-01-05,AB,81
2015-01-05,B,331
2015-01-05,O,571
2015-01-06,A,324
2015-01-06,AB,83
2015-01-06,B,328
2015-01-06,O,530
2015-01-07,A,318
2015-01-07,AB,81
2015-01-07,B,336
2015-01-07,O,522
2015-01-08,A,326
2015-01-08,AB,94
2015-01-08,B,327
2015-01-08,O,568
2015-01-09,A,359
2015-01-09,AB,77
2015-01-09,B,363
2015-01-09,O,565
2015-01-10,A,353
2015-01-10,AB,98
2015-01-10,B,301
2015-01-10,O,522
2015-01-11,A,375
2015-01-11,AB,89
2015-01-11,B,334
2015-01-11,O,530
2015-01-12,A,363
2015-01-12,AB,82
2015-01-12,B,363
2015-01-12,O,603
2015-01-13,A,346
2015-01-13,AB,88
2015-01-13,B,341
2015-01-13,O,591
2015-01-14,A,338
2015-01-14,AB,91
2015-01-14,B,327
2015-01-14,O,623
2015-01-15,A,394
2015-01-15,AB,118
2015-01-15,B,335
2015-01-15,O,595
2015-01-16,A,374
2015-01-16,AB,107
2015-01-16,B,352
2015-01-16,O,628
2015-01-17,A,335
2015-01-17,AB,95
2015-01-17,B,300
2015-01-17,O,545
2015-01-18,A,352
2015-01-18,AB,81
2015-01-18,B,354
2015-01-18,O,543
2015-01-19,A,387
2015-01-19,AB,105
2015-01-19,B,360
2015-01-19,O,1488
2015-01-20,A,367
2015-01-20,AB,89
2015-01-20,B,359
2015-01-20,O,636
2015-01-21,A,368
2015-01-21,AB,98
2015-01-21,B,381
2015-01-21,O,584
2015-01-22,A,390
2015-01-22,AB,86
2015-01-22,B,413
2015-01-22,O,570
2015-01-23,A,366
2015-01-23,AB,99
2015-01-23,B,390
2015-01-23,O,647
2015-01-24,A,375
2015-01-24,AB,118
2015-01-24,B,385
2015-01-24,O,566
2015-01-25,A,369
2015-01-25,AB,91
2015-01-25,B,388
2015-01-25,O,517
2015-01-26,A,412
2015-01-26,AB,96
2015-01-26,B,432
2015-01-26,O,642
2015-01-27,A,398
2015-01-27,AB,111
2015-01-27,B,386
2015-01-27,O,566
2015-01-28,A,379
2015-01-28,AB,100
2015-01-28,B,417
2015-01-28,O,626
2015-01-29,A,369
2015-01-29,AB,112
2015-01-29,B,391
2015-01-29,O,650
2015-01-30,A,391
2015-01-30,AB,94
2015-01-30,B,407
2015-01-30,O,604
2015-01-31,A,345
2015-01-31,AB,85
2015-01-31,B,367
2015-01-31,O,570
2015-02-01,A,324
2015-02-01,AB,88
2015-02-01,B,350
2015-02-01,O,593
2015-02-02,A,371
2015-02-02,AB,88
2015-02-02,B,398
2015-02-02,O,576
2015-02-03,A,377
2015-02-03,AB,91
2015-02-03,B,452
2015-02-03,O,618
2015-02-04,A,399
2015-02-04,AB,88
2015-02-04,B,424
2015-02-04,O,640
2015-02-05,A,371
2015-02-05,AB,73
2015-02-05,B,450
2015-02-05,O,622
2015-02-06,A,335
2015-02-06,AB,91
2015-02-06,B,406
2015-02-06,O,624
2015-02-07,A,321
2015-02-07,AB,89
2015-02-07,B,376
2015-02-07,O,572
2015-02-08,A,337
2015-02-08,AB,99
2015-02-08,B,410
2015-02-08,O,560
2015-02-09,A,322
2015-02-09,AB,92
2015-02-09,B,404
2015-02-09,O,558
2015-02-10,A,332
2015-02-10,AB,84
2015-02-10,B,426
2015-02-10,O,541
2015-02-11,A,340
2015-02-11,AB,77
2015-02-11,B,401
2015-02-11,O,603
2015-02-12,A,323
2015-02-12,AB,136
2015-02-12,B,441
2015-02-12,O,514
2015-02-13,A,287
2015-02-13,AB,129
2015-02-13,B,378
2015-02-13,O,556
2015-02-14,A,283
2015-02-14,AB,142
2015-02-14,B,345
2015-02-14,O,454
2015-02-15,A,290
2015-02-15,AB,127
2015-02-15,B,384
2015-02-15,O,498
2015-02-16,A,307
2015-02-16,AB,160
2015-02-16,B,388
2015-02-16,O,514
2015-02-17,A,330
2015-02-17,AB,134
2015-02-17,B,409
2015-02-17,O,505
2015-02-18,A,307
2015-02-18,AB,138
2015-02-18,B,435
2015-02-18,O,508
2015-02-19,A,296
2015-02-19,AB,143
2015-02-19,B,366
2015-02-19,O,512
2015-02-20,A,296
2015-02-20,AB,124
2015-02-20,B,347
2015-02-20,O,508
2015-02-21,A,256
2015-02-21,AB,137
2015-02-21,B,355
2015-02-21,O,457
2015-02-22,A,287
2015-02-22,AB,112
2015-02-22,B,333
2015-02-22,O,463
2015-02-23,A,282
2015-02-23,AB,118
2015-02-23,B,347
2015-02-23,O,507
2015-02-24,A,297
2015-02-24,AB,134
2015-02-24,B,373
2015-02-24,O,464
2015-02-25,A,331
2015-02-25,AB,125
2015-02-25,B,345
2015-02-25,O,504
2015-02-26,A,292
2015-02-26,AB,131
2015-02-26,B,385
2015-02-26,O,513
2015-02-27,A,274
2015-02-27,AB,120
2015-02-27,B,374
2015-02-27,O,484
2015-02-28,A,252
2015-02-28,AB,122
2015-02-28,B,321
2015-02-28,O,436
2015-03-01,A,281
2015-03-01,AB,114
2015-03-01,B,350
2015-03-01,O,430
2015-03-02,A,284
2015-03-02,AB,127
2015-03-02,B,369
2015-03-02,O,528
2015-03-03,A,321
2015-03-03,AB,123
2015-03-03,B,336
2015-03-03,O,491
2015-03-04,A,324
2015-03-04,AB,116
2015-03-04,B,340
2015-03-04,O,453
2015-03-05,A,309
2015-03-05,AB,112
2015-03-05,B,336
2015-03-05,O,487
2015-03-06,A,283
2015-03-06,AB,129
2015-03-06,B,343
2015-03-06,O,496
2015-03-07,A,271
2015-03-07,AB,59
2015-03-07,B,312
2015-03-07,O,404
2015-03-08,A,247
2015-03-08,AB,64
2015-03-08,B,328
2015-03-08,O,492
2015-03-09,A,267
2015-03-09,AB,76
2015-03-09,B,352
2015-03-09,O,532
2015-03-10,A,323
2015-03-10,AB,63
2015-03-10,B,338
2015-03-10,O,496
2015-03-11,A,324
2015-03-11,AB,84
2015-03-11,B,337
2015-03-11,O,459
2015-03-12,A,295
2015-03-12,AB,66
2015-03-12,B,368
2015-03-12,O,472
2015-03-13,A,326
2015-03-13,AB,78
2015-03-13,B,375
2015-03-13,O,460
2015-03-14,A,283
2015-03-14,AB,62
2015-03-14,B,304
2015-03-14,O,388
2015-03-15,A,289
2015-03-15,AB,62
2015-03-15,B,344
2015-03-15,O,438
2015-03-16,A,320
2015-03-16,AB,79
2015-03-16,B,323
2015-03-16,O,466
2015-03-17,A,325
2015-03-17,AB,60
2015-03-17,B,339
2015-03-17,O,438
2015-03-18,A,307
2015-03-18,AB,68
2015-03-18,B,320
2015-03-18,O,466
2015-03-19,A,322
2015-03-19,AB,66
2015-03-19,B,389
2015-03-19,O,483
2015-03-20,A,327
2015-03-20,AB,75
2015-03-20,B,335
2015-03-20,O,470
2015-03-21,A,296
2015-03-21,AB,49
2015-03-21,B,310
2015-03-21,O,420
2015-03-22,A,288
2015-03-22,AB,67
2015-03-22,B,334
2015-03-22,O,429
2015-03-23,A,312
2015-03-23,AB,85
2015-03-23,B,354
2015-03-23,O,468
2015-03-24,A,322
2015-03-24,AB,76
2015-03-24,B,353
2015-03-24,O,485
2015-03-25,A,349
2015-03-25,AB,84
2015-03-25,B,343
2015-03-25,O,508
2015-03-26,A,352
2015-03-26,AB,77
2015-03-26,B,379
2015-03-26,O,455
2015-03-27,A,356
2015-03-27,AB,76
2015-03-27,B,353
2015-03-27,O,474
2015-03-28,A,323
2015-03-28,AB,74
2015-03-28,B,321
2015-03-28,O,417
2015-03-29,A,295
2015-03-29,AB,55
2015-03-29,B,320
2015-03-29,O,470
2015-03-30,A,349
2015-03-30,AB,85
2015-03-30,B,340
2015-03-30,O,492
2015-03-31,A,317
2015-03-31,AB,77
2015-03-31,B,369
2015-03-31,O,476
2015-04-01,A,324
2015-04-01,AB,72
2015-04-01,B,373
2015-04-01,O,510
2015-04-02,A,301
2015-04-02,AB,79
2015-04-02,B,352
2015-04-02,O,520
2015-04-03,A,324
2015-04-03,AB,90
2015-04-03,B,331
2015-04-03,O,484
2015-04-04,A,264
2015-04-04,AB,55
2015-04-04,B,327
2015-04-04,O,455
2015-04-05,A,269
2015-04-05,AB,57
2015-04-05,B,282
2015-04-05,O,442
2015-04-06,A,297
2015-04-06,AB,68
2015-04-06,B,374
2015-04-06,O,496
2015-04-07,A,272
2015-04-07,AB,75
2015-04-07,B,370
2015-04-07,O,495
2015-04-08,A,268
2015-04-08,AB,74
2015-04-08,B,344
2015-04-08,O,482
2015-04-09,A,270
2015-04-09,AB,61
2015-04-09,B,323
2015-04-09,O,535
2015-04-10,A,286
2015-04-10,AB,80
2015-04-10,B,335
2015-04-10,O,526
2015-04-11,A,246
2015-04-11,AB,66
2015-04-11,B,327
2015-04-11,O,446
2015-04-12,A,245
2015-04-12,AB,69
2015-04-12,B,322
2015-04-12,O,450
2015-04-13,A,280
2015-04-13,AB,55
2015-04-13,B,344
2015-04-13,O,514
2015-04-14,A,262
2015-04-14,AB,66
2015-04-14,B,349
2015-04-14,O,487
2015-04-15,A,268
2015-04-15,AB,81
2015-04-15,B,335
2015-04-15,O,515
2015-04-16,A,266
2015-04-16,AB,79
2015-04-16,B,355
2015-04-16,O,498
2015-04-17,A,269
2015-04-17,AB,81
2015-04-17,B,334
2015-04-17,O,512
2015-04-18,A,252
2015-04-18,AB,86
2015-04-18,B,276
2015-04-18,O,456
2015-04-19,A,245
2015-04-19,AB,79
2015-04-19,B,325
2015-04-19,O,490
2015-04-20,A,287
2015-04-20,AB,78
2015-04-20,B,387
2015-04-20,O,576
2015-04-21,A,280
2015-04-21,AB,82
2015-04-21,B,393
2015-04-21,O,579
2015-04-22,A,273
2015-04-22,AB,86
2015-04-22,B,336
2015-04-22,O,562
2015-04-23,A,257
2015-04-23,AB,75
2015-04-23,B,398
2015-04-23,O,514
2015-04-24,A,277
2015-04-24,AB,59
2015-04-24,B,339
2015-04-24,O,554
2015-04-25,A,250
2015-04-25,AB,70
2015-04-25,B,336
2015-04-25,O,514
2015-04-26,A,265
2015-04-26,AB,62
2015-04-26,B,375
2015-04-26,O,536
2015-04-27,A,292
2015-04-27,AB,68
2015-04-27,B,336
2015-04-27,O,545
2015-04-28,A,298
2015-04-28,AB,74
2015-04-28,B,334
2015-04-28,O,537
2015-04-29,A,283
2015-04-29,AB,64
2015-04-29,B,347
2015-04-29,O,594
2015-04-30,A,279
2015-04-30,AB,76
2015-04-30,B,345
2015-04-30,O,574
2015-05-01,A,308
2015-05-01,AB,90
2015-05-01,B,690
2015-05-01,O,550
2015-05-02,A,274
2015-05-02,AB,67
2015-05-02,B,722
2015-05-02,O,477
2015-05-03,A,284
2015-05-03,AB,72
2015-05-03,B,694
2015-05-03,O,559
2015-05-04,A,300
2015-05-04,AB,87
2015-05-04,B,706
2015-05-04,O,632
2015-05-05,A,302
2015-05-05,AB,73
2015-05-05,B,681
2015-05-05,O,598
2015-05-06,A,292
2015-05-06,AB,96
2015-05-06,B,773
2015-05-06,O,547
2015-05-07,A,311
2015-05-07,AB,80
2015-05-07,B,751
2015-05-07,O,564
2015-05-08,A,285
2015-05-08,AB,82
2015-05-08,B,695
2015-05-08,O,509
2015-05-09,A,301
2015-05-09,AB,85
2015-05-09,B,687
2015-05-09,O,524
2015-05-10,A,267
2015-05-10,AB,65
2015-05-10,B,756
2015-05-10,O,533
2015-05-11,A,331
2015-05-11,AB,66
2015-05-11,B,723
2015-05-11,O,621
2015-05-12,A,309
2015-05-12,AB,71
2015-05-12,B,695
2015-05-12,O,580
2015-05-13,A,325
2015-05-13,AB,68
2015-05-13,B,356
2015-05-13,O,622
2015-05-14,A,296
2015-05-14,AB,79
2015-05-14,B,368
2015-05-14,O,570
2015-05-15,A,292
2015-05-15,AB,67
2015-05-15,B,357
2015-05-15,O,540
2015-05-16,A,288
2015-05-16,AB,75
2015-05-16,B,312
2015-05-16,O,517
2015-05-17,A,267
2015-05-17,AB,78
2015-05-17,B,335
2015-05-17,O,554
2015-05-18,A,337
2015-05-18,AB,83
2015-05-18,B,370
2015-05-18,O,574
2015-05-19,A,312
2015-05-19,AB,81
2015-05-19,B,357
2015-05-19,O,544
2015-05-20,A,315
2015-05-20,AB,85
2015-05-20,B,367
2015-05-20,O,533
2015-05-21,A,297
2015-05-21,AB,64
2015-05-21,B,357
2015-05-21,O,544
2015-05-22,A,327
2015-05-22,AB,90
2015-05-22,B,358
2015-05-22,O,540
2015-05-23,A,275
2015-05-23,AB,68
2015-05-23,B,297
2015-05-23,O,532
2015-05-24,A,302
2015-05-24,AB,75
2015-05-24,B,337
2015-05-24,O,560
2015-05-25,A,271
2015-05-25,AB,83
2015-05-25,B,365
2015-05-25,O,639
2015-05-26,A,316
2015-05-26,AB,77
2015-05-26,B,321
2015-05-26,O,577
2015-05-27,A,302
2015-05-27,AB,91
2015-05-27,B,332
2015-05-27,O,588
2015-05-28,A,310
2015-05-28,AB,76
2015-05-28,B,370
2015-05-28,O,623
2015-05-29,A,338
2015-05-29,AB,74
2015-05-29,B,384
2015-05-29,O,557
2015-05-30,A,273
2015-05-30,AB,70
2015-05-30,B,354
2015-05-30,O,552
2015-05-31,A,278
2015-05-31,AB,77
2015-05-31,B,352
2015-05-31,O,549
2015-06-01,A,372
2015-06-01,AB,90
2015-06-01,B,363
2015-06-01,O,631
2015-06-02,A,318
2015-06-02,AB,84
2015-06-02,B,349
2015-06-02,O,593
2015-06-03,A,473
2015-06-03,AB,87
2015-06-03,B,352
2015-06-03,O,603
2015-06-04,A,323
2015-06-04,AB,101
2015-06-04,B,403
2015-06-04,O,621
2015-06-05,A,328
2015-06-05,AB,91
2015-06-05,B,375
2015-06-05,O,637
2015-06-06,A,321
2015-06-06,AB,82
2015-06-06,B,351
2015-06-06,O,539
2015-06-07,A,305
2015-06-07,AB,72
2015-06-07,B,348
2015-06-07,O,508
2015-06-08,A,320
2015-06-08,AB,71
2015-06-08,B,404
2015-06-08,O,594
2015-06-09,A,334
2015-06-09,AB,67
2015-06-09,B,343
