issue_id,request_id,unit_id,issue_date,exact_match
BI0018871,BR0018555,BU0023498,2017-09-20,Yes
BI0018872,BR0026317,BU0033198,2017-09-20,Yes
BI0018873,BR0026317,BU0004389,2017-09-20,Yes
BI0018874,BR0026317,BU0033794,2017-09-20,Yes
BI0018875,BR0026317,BU0034308,2017-09-20,Yes
BI0018876,BR0018556,BU0032905,2017-09-21,Yes
BI0018877,BR0026321,BU0039295,2017-09-21,Yes
BI0018878,BR0004997,BU0030064,2017-09-21,Yes
BI0018879,BR0004997,BU0035048,2017-09-21,Yes
BI0018880,BR0013741,BU0037042,2017-09-21,Yes
BI0018881,BR0026318,BU0001823,2017-09-21,Yes
BI0018882,BR0026319,BU0034639,2017-09-21,Yes
BI0018883,BR0026319,BU0026762,2017-09-21,Yes
BI0018884,BR0026320,BU0030424,2017-09-21,Yes
BI0018885,BR0018557,BU0030725,2017-09-22,Yes
BI0018886,BR0004998,BU0041841,2017-09-22,No
BI0018887,BR0013742,BU0005059,2017-09-22,Yes
BI0018888,BR0026322,BU0003779,2017-09-22,Yes
BI0018889,BR0026323,BU0017738,2017-09-22,Yes
BI0018890,BR0026323,BU0027964,2017-09-22,Yes
BI0018891,BR0026324,BU0005663,2017-09-22,Yes
BI0018892,BR0004999,BU0010568,2017-09-22,No
BI0018893,BR0005000,BU0003848,2017-09-23,Yes
BI0018894,BR0013743,BU0031423,2017-09-23,Yes
BI0018895,BR0026326,BU0036235,2017-09-23,Yes
BI0018896,BR0026326,BU0000402,2017-09-23,Yes
BI0018897,BR0005002,BU0011031,2017-09-24,Yes
BI0018898,BR0026328,BU0040540,2017-09-24,Yes
BI0018899,BR0026328,BU0006069,2017-09-24,Yes
BI0018900,BR0026328,BU0018545,2017-09-24,Yes
BI0018901,BR0005003,BU0013813,2017-09-24,Yes
BI0018902,BR0013744,BU0018781,2017-09-24,Yes
BI0018903,BR0018558,BU0035214,2017-09-24,Yes
BI0018904,BR0026327,BU0035134,2017-09-24,Yes
BI0018905,BR0026329,BU0035135,2017-09-24,Yes
BI0018906,BR0005004,BU0021887,2017-09-25,Yes
BI0018907,BR0026330,BU0011826,2017-09-25,Yes
BI0018908,BR0005005,BU0009704,2017-09-25,Yes
BI0018909,BR0013745,BU0039235,2017-09-25,Yes
BI0018910,BR0026331,BU0026653,2017-09-25,Yes
BI0018911,BR0026331,BU0035614,2017-09-25,Yes
BI0018912,BR0026331,BU0002077,2017-09-25,Yes
BI0018913,BR0026332,BU0013230,2017-09-25,Yes
BI0018914,BR0026333,BU0017178,2017-09-26,Yes
BI0018915,BR0026334,BU0018771,2017-09-26,Yes
BI0018916,BR0026334,BU0035890,2017-09-26,Yes
BI0018917,BR0026334,BU0035891,2017-09-26,Yes
BI0018918,BR0026334,BU0001818,2017-09-26,Yes
BI0018919,BR0018559,BU0022185,2017-09-26,Yes
BI0018920,BR0005006,BU0012168,2017-09-26,Yes
BI0018921,BR0005006,BU0012169,2017-09-26,Yes
BI0018922,BR0013746,BU0011522,2017-09-26,Yes
BI0018923,BR0005008,BU0014577,2017-09-27,Yes
BI0018924,BR0005007,BU0027380,2017-09-27,Yes
BI0018925,BR0013747,BU0019976,2017-09-27,Yes
BI0018926,BR0018560,BU0033361,2017-09-27,Yes
BI0018927,BR0026335,BU0021069,2017-09-27,Yes
BI0018928,BR0026335,BU0003583,2017-09-27,Yes
BI0018929,BR0026336,BU0009881,2017-09-27,Yes
BI0018930,BR0026337,BU0020938,2017-09-27,Yes
BI0018931,BR0026337,BU0034300,2017-09-27,Yes
BI0018932,BR0005009,BU0030878,2017-09-28,Yes
BI0018933,BR0005010,BU0004088,2017-09-28,Yes
BI0018934,BR0013748,BU0026060,2017-09-28,Yes
BI0018935,BR0018561,BU0000743,2017-09-28,Yes
BI0018936,BR0026338,BU0018009,2017-09-28,Yes
BI0018937,BR0026338,BU0018932,2017-09-28,Yes
BI0018938,BR0026338,BU0000364,2017-09-28,Yes
BI0018939,BR0026339,BU0003543,2017-09-28,Yes
BI0018940,BR0026340,BU0029953,2017-09-28,Yes
BI0018941,BR0018562,BU0021883,2017-09-29,No
BI0018942,BR0013749,BU0013431,2017-09-29,Yes
BI0018943,BR0005011,BU0025292,2017-09-29,Yes
BI0018944,BR0005011,BU0030233,2017-09-29,Yes
BI0018945,BR0026341,BU0039464,2017-09-29,Yes
BI0018946,BR0026341,BU0039465,2017-09-29,Yes
BI0018947,BR0026341,BU0006456,2017-09-29,Yes
BI0018948,BR0026341,BU0020519,2017-09-29,Yes
BI0018949,BR0026342,BU0021511,2017-09-29,Yes
BI0018950,BR0013750,BU0005480,2017-09-30,Yes
BI0018951,BR0018563,BU0021404,2017-09-30,Yes
BI0018952,BR0005012,BU0036632,2017-09-30,Yes
BI0018953,BR0005012,BU0039779,2017-09-30,Yes
BI0018954,BR0026343,BU0008566,2017-09-30,Yes
BI0018955,BR0026344,BU0008567,2017-09-30,Yes
BI0018956,BR0026344,BU0033753,2017-09-30,Yes
BI0018957,BR0026345,BU0035622,2017-09-30,Yes
BI0018958,BR0026345,BU0008497,2017-09-30,Yes
BI0018959,BR0005013,BU0019354,2017-10-01,Yes
BI0018960,BR0005014,BU0014815,2017-10-01,Yes
BI0018961,BR0013751,BU0025039,2017-10-01,Yes
BI0018962,BR0018564,BU0020906,2017-10-01,No
BI0018963,BR0026346,BU0030439,2017-10-01,Yes
BI0018964,BR0026346,BU0040187,2017-10-01,Yes
BI0018965,BR0026346,BU0001418,2017-10-01,Yes
BI0018966,BR0026346,BU0003455,2017-10-01,Yes
BI0018967,BR0026347,BU0006581,2017-10-01,Yes
BI0018968,BR0026347,BU0014057,2017-10-01,Yes
BI0018969,BR0005016,BU0025612,2017-10-02,Yes
BI0018970,BR0013752,BU0026091,2017-10-02,Yes
BI0018971,BR0026348,BU0014751,2017-10-02,Yes
BI0018972,BR0026348,BU0001988,2017-10-02,Yes
BI0018973,BR0026348,BU0041565,2017-10-02,Yes
BI0018974,BR0005015,BU0004803,2017-10-02,Yes
BI0018975,BR0018565,BU0035466,2017-10-02,Yes
BI0018976,BR0026349,BU0003816,2017-10-02,Yes
BI0018977,BR0026350,BU0008382,2017-10-02,Yes
BI0018978,BR0026350,BU0011394,2017-10-02,Yes
BI0018979,BR0026351,BU0028589,2017-10-03,Yes
BI0018980,BR0026352,BU0037830,2017-10-03,Yes
BI0018981,BR0026352,BU0042057,2017-10-03,Yes
BI0018982,BR0005017,BU0008695,2017-10-03,Yes
BI0018983,BR0005018,BU0009077,2017-10-03,Yes
BI0018984,BR0013753,BU0030621,2017-10-03,Yes
BI0018985,BR0018566,BU0021884,2017-10-03,No
BI0018986,BR0026353,BU0008759,2017-10-03,Yes
BI0018987,BR0026354,BU0012114,2017-10-03,Yes
BI0018988,BR0026356,BU0017169,2017-10-04,Yes
BI0018989,BR0005019,BU0001051,2017-10-04,Yes
BI0018990,BR0005020,BU0041055,2017-10-04,Yes
BI0018991,BR0013754,BU0039773,2017-10-04,Yes
BI0018992,BR0018567,BU0010856,2017-10-04,No
BI0018993,BR0026355,BU0028669,2017-10-04,Yes
BI0018994,BR0026355,BU0023502,2017-10-04,Yes
BI0018995,BR0026355,BU0032835,2017-10-04,Yes
BI0018996,BR0026357,BU0034173,2017-10-04,Yes
BI0018997,BR0026357,BU0027805,2017-10-04,Yes
BI0018998,BR0026358,BU0037053,2017-10-04,Yes
BI0018999,BR0026359,BU0010054,2017-10-04,Yes
BI0019000,BR0026359,BU0013495,2017-10-04,Yes
BI0019001,BR0026359,BU0038265,2017-10-04,Yes
BI0019002,BR0026359,BU0014332,2017-10-04,Yes
BI0019003,BR0026360,BU0028520,2017-10-05,Yes
BI0019004,BR0026360,BU0007410,2017-10-05,Yes
BI0019005,BR0026360,BU0024482,2017-10-05,Yes
BI0019006,BR0026361,BU0034341,2017-10-05,Yes
BI0019007,BR0005021,BU0010857,2017-10-05,Yes
BI0019008,BR0005021,BU0012481,2017-10-05,Yes
BI0019009,BR0013755,BU0009340,2017-10-05,Yes
BI0019010,BR0018568,BU0002948,2017-10-05,No
BI0019011,BR0026362,BU0025567,2017-10-06,Yes
BI0019012,BR0026364,BU0034414,2017-10-06,Yes
BI0019013,BR0026364,BU0034570,2017-10-06,Yes
BI0019014,BR0005022,BU0022131,2017-10-06,Yes
BI0019015,BR0005023,BU0039864,2017-10-06,No
BI0019016,BR0013756,BU0009674,2017-10-06,Yes
BI0019017,BR0018569,BU0004952,2017-10-06,No
BI0019018,BR0026363,BU0011055,2017-10-06,Yes
BI0019019,BR0005024,BU0007790,2017-10-07,Yes
BI0019020,BR0018570,BU0022630,2017-10-07,No
BI0019021,BR0005025,BU0030363,2017-10-07,Yes
BI0019022,BR0013757,BU0004953,2017-10-07,Yes
BI0019023,BR0026365,BU0015561,2017-10-07,Yes
BI0019024,BR0026365,BU0040499,2017-10-07,Yes
BI0019025,BR0026366,BU0011293,2017-10-07,Yes
BI0019026,BR0026367,BU0023436,2017-10-07,Yes
BI0019027,BR0018571,BU0015506,2017-10-08,No
BI0019028,BR0026368,BU0029194,2017-10-08,Yes
BI0019029,BR0005026,BU0020926,2017-10-08,Yes
BI0019030,BR0005027,BU0028031,2017-10-08,Yes
BI0019031,BR0013758,BU0013040,2017-10-08,Yes
BI0019032,BR0026369,BU0006997,2017-10-08,Yes
BI0019033,BR0026369,BU0039883,2017-10-08,Yes
BI0019034,BR0026373,BU0032127,2017-10-09,Yes
BI0019035,BR0005028,BU0035779,2017-10-09,Yes
BI0019036,BR0005028,BU0039381,2017-10-09,No
BI0019037,BR0013759,BU0001100,2017-10-09,Yes
BI0019038,BR0018572,BU0028620,2017-10-09,Yes
BI0019039,BR0026371,BU0038589,2017-10-09,Yes
BI0019040,BR0005029,BU0031548,2017-10-10,Yes
BI0019041,BR0005030,BU0013715,2017-10-10,No
BI0019042,BR0013760,BU0035126,2017-10-10,Yes
BI0019043,BR0013761,BU0004369,2017-10-10,Yes
BI0019044,BR0018573,BU0041870,2017-10-10,No
BI0019045,BR0026376,BU0002372,2017-10-11,Yes
BI0019046,BR0026376,BU0002373,2017-10-11,Yes
BI0019047,BR0013762,BU0018611,2017-10-11,Yes
BI0019048,BR0026375,BU0033947,2017-10-11,Yes
BI0019049,BR0005031,BU0033948,2017-10-11,No
BI0019050,BR0005031,BU0005029,2017-10-11,No
BI0019051,BR0013763,BU0024996,2017-10-11,Yes
BI0019052,BR0018574,BU0015130,2017-10-11,No
BI0019053,BR0026377,BU0007510,2017-10-12,Yes
BI0019054,BR0026377,BU0007511,2017-10-12,Yes
BI0019055,BR0026378,BU0021035,2017-10-12,Yes
BI0019056,BR0005032,BU0022722,2017-10-12,No
BI0019057,BR0005033,BU0038812,2017-10-12,No
BI0019058,BR0013764,BU0011060,2017-10-12,Yes
BI0019059,BR0013764,BU0002684,2017-10-12,Yes
BI0019060,BR0026379,BU0033422,2017-10-13,Yes
BI0019061,BR0005034,BU0006299,2017-10-13,Yes
BI0019062,BR0005035,BU0027868,2017-10-13,Yes
BI0019063,BR0013765,BU0004210,2017-10-13,Yes
BI0019064,BR0013765,BU0019322,2017-10-13,Yes
BI0019065,BR0018575,BU0012447,2017-10-13,Yes
BI0019066,BR0026380,BU0037637,2017-10-13,Yes
BI0019067,BR0005036,BU0035954,2017-10-14,Yes
BI0019068,BR0018576,BU0015830,2017-10-14,Yes
BI0019069,BR0005037,BU0037519,2017-10-14,Yes
BI0019070,BR0026381,BU0010546,2017-10-14,Yes
BI0019071,BR0026381,BU0022289,2017-10-14,Yes
BI0019072,BR0013766,BU0021331,2017-10-14,Yes
BI0019073,BR0013766,BU0026052,2017-10-14,Yes
BI0019074,BR0018577,BU0001684,2017-10-15,Yes
BI0019075,BR0026383,BU0034868,2017-10-15,Yes
BI0019076,BR0005038,BU0017056,2017-10-15,Yes
BI0019077,BR0005039,BU0024259,2017-10-15,Yes
BI0019078,BR0013767,BU0005562,2017-10-15,Yes
BI0019079,BR0013768,BU0007813,2017-10-15,Yes
BI0019080,BR0026382,BU0031275,2017-10-15,Yes
BI0019081,BR0026382,BU0031498,2017-10-15,Yes
BI0019082,BR0005040,BU0037701,2017-10-16,Yes
BI0019083,BR0005040,BU0040957,2017-10-16,Yes
BI0019084,BR0026384,BU0014192,2017-10-16,Yes
BI0019085,BR0026384,BU0026772,2017-10-16,Yes
BI0019086,BR0013769,BU0028188,2017-10-16,Yes
BI0019087,BR0013770,BU0033603,2017-10-16,Yes
BI0019088,BR0018578,BU0009052,2017-10-16,Yes
BI0019089,BR0005041,BU0030790,2017-10-17,Yes
BI0019090,BR0005041,BU0033726,2017-10-17,Yes
BI0019091,BR0013771,BU0001875,2017-10-17,Yes
BI0019092,BR0013771,BU0018882,2017-10-17,Yes
BI0019093,BR0018579,BU0035424,2017-10-17,No
BI0019094,BR0026385,BU0026529,2017-10-17,Yes
BI0019095,BR0026385,BU0027323,2017-10-17,Yes
BI0019096,BR0026386,BU0017595,2017-10-18,Yes
BI0019097,BR0026386,BU0018304,2017-10-18,Yes
BI0019098,BR0026386,BU0029838,2017-10-18,Yes
BI0019099,BR0005042,BU0018799,2017-10-18,Yes
BI0019100,BR0005043,BU0024808,2017-10-18,Yes
BI0019101,BR0013772,BU0022647,2017-10-18,Yes
BI0019102,BR0013773,BU0040402,2017-10-18,Yes
BI0019103,BR0018580,BU0024867,2017-10-18,No
BI0019104,BR0013775,BU0010080,2017-10-19,Yes
BI0019105,BR0026388,BU0006088,2017-10-19,Yes
BI0019106,BR0026388,BU0011589,2017-10-19,Yes
BI0019107,BR0005044,BU0019140,2017-10-19,Yes
BI0019108,BR0005045,BU0026345,2017-10-19,Yes
BI0019109,BR0013774,BU0011188,2017-10-19,Yes
BI0019110,BR0018581,BU0040049,2017-10-19,No
BI0019111,BR0018582,BU0008249,2017-10-20,No
BI0019112,BR0005046,BU0008250,2017-10-20,Yes
BI0019113,BR0005046,BU0018519,2017-10-20,Yes
BI0019114,BR0013776,BU0002731,2017-10-20,Yes
BI0019115,BR0013776,BU0009510,2017-10-20,Yes
BI0019116,BR0026389,BU0010814,2017-10-20,Yes
BI0019117,BR0026390,BU0012247,2017-10-20,Yes
BI0019118,BR0005047,BU0032948,2017-10-21,Yes
BI0019119,BR0005047,BU0034947,2017-10-21,Yes
BI0019120,BR0013777,BU0015492,2017-10-21,Yes
BI0019121,BR0013777,BU0020408,2017-10-21,Yes
BI0019122,BR0018583,BU0017873,2017-10-21,Yes
BI0019123,BR0026391,BU0016425,2017-10-21,Yes
BI0019124,BR0026391,BU0009556,2017-10-21,Yes
BI0019125,BR0013778,BU0020409,2017-10-22,Yes
BI0019126,BR0013779,BU0036255,2017-10-22,Yes
BI0019127,BR0026392,BU0032700,2017-10-22,Yes
BI0019128,BR0026393,BU0037198,2017-10-22,Yes
BI0019129,BR0026394,BU0009770,2017-10-22,Yes
BI0019130,BR0013781,BU0000194,2017-10-23,Yes
BI0019131,BR0005049,BU0008764,2017-10-23,Yes
BI0019132,BR0005049,BU0023355,2017-10-23,Yes
BI0019133,BR0013780,BU0040891,2017-10-23,Yes
BI0019134,BR0018584,BU0036156,2017-10-23,Yes
BI0019135,BR0026395,BU0019042,2017-10-23,Yes
BI0019136,BR0013783,BU0030928,2017-10-24,Yes
BI0019137,BR0005050,BU0035334,2017-10-24,Yes
BI0019138,BR0005050,BU0032817,2017-10-24,Yes
BI0019139,BR0013782,BU0032456,2017-10-24,Yes
BI0019140,BR0018585,BU0026923,2017-10-24,No
BI0019141,BR0026397,BU0031321,2017-10-24,Yes
BI0019142,BR0013784,BU0037432,2017-10-25,Yes
BI0019143,BR0013784,BU0037433,2017-10-25,Yes
BI0019144,BR0026399,BU0021652,2017-10-25,Yes
BI0019145,BR0005051,BU0026264,2017-10-25,Yes
BI0019146,BR0018586,BU0026265,2017-10-25,No
BI0019147,BR0026400,BU0036341,2017-10-25,Yes
BI0019148,BR0005053,BU0038244,2017-10-26,Yes
BI0019149,BR0018587,BU0017716,2017-10-26,No
BI0019150,BR0005054,BU0022826,2017-10-26,Yes
BI0019151,BR0013785,BU0003599,2017-10-26,Yes
BI0019152,BR0013785,BU0033709,2017-10-26,No
BI0019153,BR0026402,BU0030223,2017-10-26,Yes
BI0019154,BR0005056,BU0028262,2017-10-27,Yes
BI0019155,BR0018588,BU0029055,2017-10-27,Yes
BI0019156,BR0013786,BU0003609,2017-10-27,No
BI0019157,BR0013786,BU0007740,2017-10-27,No
BI0019158,BR0026404,BU0019893,2017-10-27,Yes
BI0019159,BR0018589,BU0035589,2017-10-28,No
BI0019160,BR0026406,BU0025052,2017-10-28,Yes
BI0019161,BR0005057,BU0007573,2017-10-28,Yes
BI0019162,BR0005058,BU0022972,2017-10-28,Yes
BI0019163,BR0026410,BU0021843,2017-10-29,Yes
BI0019164,BR0005059,BU0009072,2017-10-29,Yes
BI0019165,BR0005059,BU0015647,2017-10-29,Yes
BI0019166,BR0013788,BU0003314,2017-10-29,Yes
BI0019167,BR0013788,BU0005937,2017-10-29,Yes
BI0019168,BR0018590,BU0019794,2017-10-29,No
BI0019169,BR0013789,BU0005938,2017-10-30,Yes
BI0019170,BR0005061,BU0029675,2017-10-30,Yes
BI0019171,BR0018591,BU0008779,2017-10-30,Yes
BI0019172,BR0005060,BU0029676,2017-10-30,Yes
BI0019173,BR0026411,BU0002668,2017-10-30,Yes
BI0019174,BR0026411,BU0002669,2017-10-30,Yes
BI0019175,BR0026412,BU0033469,2017-10-30,Yes
BI0019176,BR0005062,BU0041944,2017-10-31,Yes
BI0019177,BR0005062,BU0037855,2017-10-31,No
BI0019178,BR0013790,BU0019654,2017-10-31,Yes
BI0019179,BR0018592,BU0008780,2017-10-31,Yes
BI0019180,BR0026413,BU0005800,2017-10-31,Yes
BI0019181,BR0026414,BU0011485,2017-10-31,Yes
BI0019182,BR0026414,BU0022372,2017-10-31,Yes
BI0019183,BR0005063,BU0010721,2017-11-01,Yes
BI0019184,BR0005064,BU0012065,2017-11-01,Yes
BI0019185,BR0026415,BU0027040,2017-11-01,Yes
BI0019186,BR0018593,BU0013063,2017-11-01,Yes
BI0019187,BR0026416,BU0029708,2017-11-01,Yes
BI0019188,BR0026417,BU0033883,2017-11-01,Yes
BI0019189,BR0026418,BU0001161,2017-11-02,Yes
BI0019190,BR0018594,BU0036309,2017-11-02,Yes
BI0019191,BR0026419,BU0029625,2017-11-02,Yes
BI0019192,BR0005065,BU0010722,2017-11-02,Yes
BI0019193,BR0005065,BU0013771,2017-11-02,Yes
BI0019194,BR0013792,BU0003143,2017-11-02,Yes
BI0019195,BR0026420,BU0015248,2017-11-02,Yes
BI0019196,BR0026422,BU0030751,2017-11-03,Yes
BI0019197,BR0026422,BU0032015,2017-11-03,Yes
BI0019198,BR0005067,BU0022194,2017-11-03,Yes
BI0019199,BR0018595,BU0029191,2017-11-03,Yes
BI0019200,BR0005066,BU0032252,2017-11-03,Yes
BI0019201,BR0013793,BU0015822,2017-11-03,Yes
BI0019202,BR0026421,BU0028711,2017-11-03,Yes
BI0019203,BR0005068,BU0010190,2017-11-04,Yes
BI0019204,BR0005068,BU0024681,2017-11-04,Yes
BI0019205,BR0013794,BU0006962,2017-11-04,Yes
BI0019206,BR0018596,BU0014694,2017-11-04,No
BI0019207,BR0026423,BU0037931,2017-11-04,Yes
BI0019208,BR0026424,BU0012213,2017-11-04,Yes
BI0019209,BR0026425,BU0016399,2017-11-04,Yes
BI0019210,BR0005069,BU0016722,2017-11-05,Yes
BI0019211,BR0005070,BU0036828,2017-11-05,Yes
BI0019212,BR0013795,BU0019168,2017-11-05,Yes
BI0019213,BR0018597,BU0021562,2017-11-05,Yes
BI0019214,BR0026426,BU0021317,2017-11-05,Yes
BI0019215,BR0026426,BU0000350,2017-11-05,Yes
BI0019216,BR0026426,BU0004763,2017-11-05,Yes
BI0019217,BR0005071,BU0041311,2017-11-06,Yes
BI0019218,BR0013796,BU0020348,2017-11-06,Yes
BI0019219,BR0005072,BU0028479,2017-11-06,No
BI0019220,BR0018598,BU0002214,2017-11-06,No
BI0019221,BR0026427,BU0002738,2017-11-06,Yes
BI0019222,BR0026427,BU0021956,2017-11-06,Yes
BI0019223,BR0026427,BU0029829,2017-11-06,Yes
BI0019224,BR0005074,BU0030915,2017-11-07,Yes
BI0019225,BR0005073,BU0034070,2017-11-07,No
BI0019226,BR0013797,BU0004028,2017-11-07,Yes
BI0019227,BR0018599,BU0032310,2017-11-07,No
BI0019228,BR0026428,BU0003380,2017-11-07,Yes
BI0019229,BR0026428,BU0006268,2017-11-07,No
BI0019230,BR0005075,BU0031096,2017-11-08,Yes
BI0019231,BR0005075,BU0031097,2017-11-08,Yes
BI0019232,BR0013798,BU0014893,2017-11-08,Yes
BI0019233,BR0018600,BU0024852,2017-11-08,Yes
BI0019234,BR0026430,BU0002812,2017-11-08,Yes
BI0019235,BR0026431,BU0005182,2017-11-08,Yes
BI0019236,BR0026432,BU0022304,2017-11-08,Yes
BI0019237,BR0026433,BU0024932,2017-11-09,Yes
BI0019238,BR0026433,BU0000949,2017-11-09,Yes
BI0019239,BR0026433,BU0005124,2017-11-09,Yes
BI0019240,BR0005077,BU0040345,2017-11-09,Yes
BI0019241,BR0013799,BU0022731,2017-11-09,Yes
BI0019242,BR0018601,BU0006425,2017-11-09,No
BI0019243,BR0005076,BU0027733,2017-11-09,Yes
BI0019244,BR0005079,BU0001891,2017-11-10,Yes
BI0019245,BR0013800,BU0018381,2017-11-10,Yes
BI0019246,BR0026434,BU0003211,2017-11-10,Yes
BI0019247,BR0026435,BU0010128,2017-11-10,Yes
BI0019248,BR0005080,BU0024633,2017-11-11,Yes
BI0019249,BR0005080,BU0005332,2017-11-11,Yes
BI0019250,BR0013801,BU0041924,2017-11-11,Yes
BI0019251,BR0026436,BU0024622,2017-11-11,Yes
BI0019252,BR0026436,BU0000069,2017-11-11,Yes
BI0019253,BR0018602,BU0010781,2017-11-11,No
BI0019254,BR0013802,BU0008580,2017-11-12,Yes
BI0019255,BR0018603,BU0040968,2017-11-12,No
BI0019256,BR0005081,BU0006005,2017-11-12,No
BI0019257,BR0005081,BU0030050,2017-11-12,No
BI0019258,BR0018604,BU0000279,2017-11-13,No
BI0019259,BR0005082,BU0021459,2017-11-13,Yes
BI0019260,BR0005082,BU0032555,2017-11-13,Yes
BI0019261,BR0013803,BU0024756,2017-11-13,Yes
BI0019262,BR0026438,BU0007385,2017-11-13,Yes
BI0019263,BR0018605,BU0017242,2017-11-14,Yes
BI0019264,BR0026440,BU0017751,2017-11-14,Yes
BI0019265,BR0026440,BU0019321,2017-11-14,Yes
BI0019266,BR0005083,BU0013467,2017-11-14,Yes
BI0019267,BR0005083,BU0020720,2017-11-14,No
BI0019268,BR0013804,BU0011161,2017-11-14,Yes
BI0019269,BR0026441,BU0035150,2017-11-14,Yes
BI0019270,BR0005084,BU0038862,2017-11-15,Yes
BI0019271,BR0005084,BU0026420,2017-11-15,No
BI0019272,BR0013805,BU0017011,2017-11-15,Yes
BI0019273,BR0018606,BU0018841,2017-11-15,Yes
BI0019274,BR0026442,BU0011552,2017-11-15,Yes
BI0019275,BR0005085,BU0031895,2017-11-16,Yes
BI0019276,BR0005086,BU0022356,2017-11-16,No
BI0019277,BR0013806,BU0027374,2017-11-16,Yes
BI0019278,BR0018607,BU0008202,2017-11-16,Yes
BI0019279,BR0026445,BU0035849,2017-11-16,Yes
BI0019280,BR0026446,BU0038398,2017-11-16,No
BI0019281,BR0018608,BU0008203,2017-11-17,Yes
BI0019282,BR0005087,BU0017667,2017-11-17,Yes
BI0019283,BR0005087,BU0033963,2017-11-17,Yes
BI0019284,BR0013807,BU0001495,2017-11-17,Yes
BI0019285,BR0026447,BU0022158,2017-11-17,Yes
BI0019286,BR0026449,BU0020244,2017-11-18,Yes
BI0019287,BR0005088,BU0039743,2017-11-18,Yes
BI0019288,BR0005088,BU0011090,2017-11-18,Yes
BI0019289,BR0013808,BU0003588,2017-11-18,Yes
BI0019290,BR0018609,BU0012517,2017-11-18,No
BI0019291,BR0005090,BU0020896,2017-11-19,Yes
BI0019292,BR0005090,BU0014213,2017-11-19,No
BI0019293,BR0005090,BU0019765,2017-11-19,No
BI0019294,BR0013809,BU0028210,2017-11-19,Yes
BI0019295,BR0005089,BU0025812,2017-11-19,No
BI0019296,BR0018610,BU0004774,2017-11-19,Yes
BI0019297,BR0026453,BU0031042,2017-11-20,Yes
BI0019298,BR0005091,BU0002389,2017-11-20,Yes
BI0019299,BR0005091,BU0003446,2017-11-20,Yes
BI0019300,BR0013810,BU0026685,2017-11-20,Yes
BI0019301,BR0018611,BU0036248,2017-11-20,Yes
BI0019302,BR0026452,BU0037923,2017-11-20,Yes
BI0019303,BR0026454,BU0010993,2017-11-20,Yes
BI0019304,BR0026455,BU0029771,2017-11-21,Yes
BI0019305,BR0026456,BU0032561,2017-11-21,Yes
BI0019306,BR0005092,BU0006686,2017-11-21,Yes
BI0019307,BR0005092,BU0022583,2017-11-21,Yes
BI0019308,BR0013811,BU0015364,2017-11-21,Yes
BI0019309,BR0018612,BU0035947,2017-11-21,Yes
BI0019310,BR0005093,BU0001536,2017-11-22,Yes
BI0019311,BR0013812,BU0039967,2017-11-22,Yes
BI0019312,BR0026459,BU0009396,2017-11-22,Yes
BI0019313,BR0005094,BU0010013,2017-11-22,Yes
BI0019314,BR0018613,BU0025592,2017-11-22,No
BI0019315,BR0026457,BU0025090,2017-11-22,Yes
BI0019316,BR0026458,BU0036115,2017-11-22,Yes
BI0019317,BR0005095,BU0025596,2017-11-23,Yes
BI0019318,BR0005095,BU0041345,2017-11-23,Yes
BI0019319,BR0013813,BU0017975,2017-11-23,Yes
BI0019320,BR0026461,BU0034169,2017-11-23,Yes
BI0019321,BR0018614,BU0000324,2017-11-24,Yes
BI0019322,BR0005096,BU0018627,2017-11-24,Yes
BI0019323,BR0005096,BU0041487,2017-11-24,Yes
BI0019324,BR0013814,BU0017976,2017-11-24,Yes
BI0019325,BR0026462,BU0034170,2017-11-24,Yes
BI0019326,BR0026462,BU0039945,2017-11-24,Yes
BI0019327,BR0026463,BU0022461,2017-11-24,Yes
BI0019328,BR0018615,BU0035696,2017-11-25,Yes
BI0019329,BR0005097,BU0000978,2017-11-25,Yes
BI0019330,BR0005098,BU0025193,2017-11-25,Yes
BI0019331,BR0013815,BU0020294,2017-11-25,Yes
BI0019332,BR0026464,BU0029578,2017-11-25,Yes
BI0019333,BR0026464,BU0034722,2017-11-25,Yes
BI0019334,BR0026464,BU0042121,2017-11-25,Yes
BI0019335,BR0013816,BU0032115,2017-11-26,Yes
BI0019336,BR0005099,BU0033296,2017-11-26,Yes
BI0019337,BR0005099,BU0012660,2017-11-26,Yes
BI0019338,BR0018616,BU0008246,2017-11-26,No
BI0019339,BR0026465,BU0003731,2017-11-26,Yes
BI0019340,BR0026466,BU0007553,2017-11-26,Yes
BI0019341,BR0005100,BU0011845,2017-11-27,No
BI0019342,BR0005100,BU0020687,2017-11-27,No
BI0019343,BR0013817,BU0018880,2017-11-27,Yes
BI0019344,BR0018617,BU0002382,2017-11-27,Yes
BI0019345,BR0026467,BU0017244,2017-11-27,Yes
BI0019346,BR0026467,BU0027628,2017-11-27,Yes
BI0019347,BR0026468,BU0024612,2017-11-27,Yes
BI0019348,BR0005101,BU0021274,2017-11-28,No
BI0019349,BR0013818,BU0020345,2017-11-28,Yes
BI0019350,BR0018618,BU0033211,2017-11-28,No
BI0019351,BR0005102,BU0026649,2017-11-28,No
BI0019352,BR0026469,BU0002529,2017-11-28,Yes
BI0019353,BR0026470,BU0008842,2017-11-28,Yes
BI0019354,BR0026470,BU0021395,2017-11-28,Yes
BI0019355,BR0018619,BU0016736,2017-11-29,No
BI0019356,BR0005103,BU0023486,2017-11-29,No
