date,blood_group,opening_inventory,units_received,units_issued,units_discarded,closing_inventory
2016-07-28,A,3374,396,290,67,3413
2016-07-28,AB,699,96,87,12,696
2016-07-28,B,2022,443,308,17,2140
2016-07-28,O,2406,666,615,17,2440
2016-07-29,A,3413,221,259,48,3327
2016-07-29,AB,696,74,76,5,689
2016-07-29,B,2140,221,334,14,2013
2016-07-29,O,2440,359,594,13,2192
2016-07-30,A,3327,352,289,41,3349
2016-07-30,AB,689,107,77,5,714
2016-07-30,B,2013,380,328,8,2057
2016-07-30,O,2192,575,565,10,2192
2016-07-31,A,3349,595,293,62,3589
2016-07-31,AB,714,174,77,12,799
2016-07-31,B,2057,617,330,16,2328
2016-07-31,O,2192,1026,572,21,2625
2016-08-01,A,3589,192,308,57,3416
2016-08-01,AB,799,49,77,11,760
2016-08-01,B,2328,197,361,11,2153
2016-08-01,O,2625,287,614,17,2281
2016-08-02,A,3416,346,264,49,3449
2016-08-02,AB,760,94,99,4,751
2016-08-02,B,2153,392,322,18,2205
2016-08-02,O,2281,613,600,17,2277
2016-08-03,A,3449,424,317,56,3500
2016-08-03,AB,751,105,80,15,761
2016-08-03,B,2205,482,354,21,2312
2016-08-03,O,2277,735,643,14,2355
2016-08-04,A,3500,353,298,52,3503
2016-08-04,AB,761,97,97,13,748
2016-08-04,B,2312,441,363,17,2373
2016-08-04,O,2355,587,621,8,2313
2016-08-05,A,3503,288,357,43,3391
2016-08-05,AB,748,72,94,13,713
2016-08-05,B,2373,302,375,13,2287
2016-08-05,O,2313,457,713,20,2037
2016-08-06,A,3391,707,322,62,3714
2016-08-06,AB,713,168,92,16,773
2016-08-06,B,2287,736,406,20,2597
2016-08-06,O,2037,1117,682,17,2455
2016-08-07,A,3714,716,319,76,4035
2016-08-07,AB,773,171,91,8,845
2016-08-07,B,2597,767,432,24,2908
2016-08-07,O,2455,1277,670,20,3042
2016-08-08,A,4035,174,368,61,3780
2016-08-08,AB,845,47,103,7,782
2016-08-08,B,2908,185,419,27,2647
2016-08-08,O,3042,286,673,22,2633
2016-08-09,A,3780,514,341,70,3883
2016-08-09,AB,782,132,115,6,793
2016-08-09,B,2647,565,414,31,2767
2016-08-09,O,2633,775,686,13,2709
2016-08-10,A,3883,446,402,64,3863
2016-08-10,AB,793,105,115,13,770
2016-08-10,B,2767,507,444,21,2809
2016-08-10,O,2709,765,739,14,2721
2016-08-11,A,3863,425,376,77,3835
2016-08-11,AB,770,97,89,7,771
2016-08-11,B,2809,404,436,19,2758
2016-08-11,O,2721,652,741,19,2613
2016-08-12,A,3835,312,428,56,3663
2016-08-12,AB,771,92,97,14,752
2016-08-12,B,2758,367,439,22,2664
2016-08-12,O,2613,546,745,14,2400
2016-08-13,A,3663,475,411,65,3662
2016-08-13,AB,752,142,97,18,779
2016-08-13,B,2664,542,396,29,2781
2016-08-13,O,2400,791,668,11,2512
2016-08-14,A,3662,663,376,57,3892
2016-08-14,AB,779,171,90,7,853
2016-08-14,B,2781,689,441,43,2986
2016-08-14,O,2512,1088,711,21,2868
2016-08-15,A,3892,331,436,62,3725
2016-08-15,AB,853,86,103,9,827
2016-08-15,B,2986,379,845,23,2497
2016-08-15,O,2868,576,750,13,2681
2016-08-16,A,3725,609,405,77,3852
2016-08-16,AB,827,156,107,16,860
2016-08-16,B,2497,660,437,23,2697
2016-08-16,O,2681,944,658,19,2948
2016-08-17,A,3852,404,403,65,3788
2016-08-17,AB,860,105,103,9,853
2016-08-17,B,2697,398,439,37,2619
2016-08-17,O,2948,603,803,14,2734
2016-08-18,A,3788,384,400,58,3714
2016-08-18,AB,853,87,105,11,824
2016-08-18,B,2619,411,445,23,2562
2016-08-18,O,2734,593,776,19,2532
2016-08-19,A,3714,272,398,49,3539
2016-08-19,AB,824,86,125,6,779
2016-08-19,B,2562,316,433,31,2414
2016-08-19,O,2532,478,734,11,2265
2016-08-20,A,3539,430,314,59,3596
2016-08-20,AB,779,125,90,10,804
2016-08-20,B,2414,473,421,25,2441
2016-08-20,O,2265,704,677,15,2277
2016-08-21,A,3596,656,356,70,3826
2016-08-21,AB,804,149,112,10,831
2016-08-21,B,2441,694,437,29,2669
2016-08-21,O,2277,1073,695,14,2641
2016-08-22,A,3826,229,374,75,3606
2016-08-22,AB,831,61,123,6,763
2016-08-22,B,2669,298,430,25,2512
2016-08-22,O,2641,440,806,13,2262
2016-08-23,A,3606,362,339,40,3589
2016-08-23,AB,763,103,116,8,742
2016-08-23,B,2512,445,438,16,2503
2016-08-23,O,2262,565,737,11,2079
2016-08-24,A,3589,422,337,61,3613
2016-08-24,AB,742,137,110,11,758
2016-08-24,B,2503,565,472,18,2578
2016-08-24,O,2079,720,755,11,2033
2016-08-25,A,3613,558,383,61,3727
2016-08-25,AB,758,159,109,8,800
2016-08-25,B,2578,579,1152,6,1999
2016-08-25,O,2033,847,788,10,2082
2016-08-26,A,3727,317,374,54,3616
2016-08-26,AB,800,93,86,9,798
2016-08-26,B,1999,381,444,11,1925
2016-08-26,O,2082,551,780,10,1843
2016-08-27,A,3616,356,321,52,3599
2016-08-27,AB,798,98,108,10,778
2016-08-27,B,1925,430,429,13,1913
2016-08-27,O,1843,660,679,9,1815
2016-08-28,A,3599,610,377,72,3760
2016-08-28,AB,778,172,104,6,840
2016-08-28,B,1913,657,450,17,2103
2016-08-28,O,1815,1121,691,11,2234
2016-08-29,A,3760,336,385,65,3646
2016-08-29,AB,840,84,100,10,814
2016-08-29,B,2103,390,464,11,2018
2016-08-29,O,2234,592,790,14,2022
2016-08-30,A,3646,444,421,53,3616
2016-08-30,AB,814,107,115,17,789
2016-08-30,B,2018,472,447,9,2034
2016-08-30,O,2022,753,737,14,2024
2016-08-31,A,3616,426,362,52,3628
2016-08-31,AB,789,107,117,11,768
2016-08-31,B,2034,457,480,15,1996
2016-08-31,O,2024,714,763,13,1962
2016-09-01,A,3628,398,415,41,3570
2016-09-01,AB,768,75,99,9,735
2016-09-01,B,1996,435,478,11,1942
2016-09-01,O,1962,592,774,10,1770
2016-09-02,A,3570,243,432,50,3331
2016-09-02,AB,735,75,125,9,676
2016-09-02,B,1942,320,424,14,1824
2016-09-02,O,1770,456,751,11,1464
2016-09-03,A,3331,434,360,58,3347
2016-09-03,AB,676,129,110,6,689
2016-09-03,B,1824,523,414,11,1922
2016-09-03,O,1464,713,721,13,1443
2016-09-04,A,3347,679,360,45,3621
2016-09-04,AB,689,159,103,15,730
2016-09-04,B,1922,749,450,18,2203
2016-09-04,O,1443,1203,775,12,1859
2016-09-05,A,3621,191,406,45,3361
2016-09-05,AB,730,55,111,4,670
2016-09-05,B,2203,221,467,20,1937
2016-09-05,O,1859,355,782,11,1421
2016-09-06,A,3361,393,388,59,3307
2016-09-06,AB,670,136,102,9,695
2016-09-06,B,1937,457,467,6,1921
2016-09-06,O,1421,687,774,7,1327
2016-09-07,A,3307,477,426,40,3318
2016-09-07,AB,695,136,111,12,708
2016-09-07,B,1921,548,487,14,1968
2016-09-07,O,1327,802,777,10,1342
2016-09-08,A,3318,311,405,40,3184
2016-09-08,AB,708,99,94,10,703
2016-09-08,B,1968,387,478,10,1867
2016-09-08,O,1342,537,835,2,1042
2016-09-09,A,3184,209,395,31,2967
2016-09-09,AB,703,58,108,7,646
2016-09-09,B,1867,256,495,10,1618
2016-09-09,O,1042,386,751,8,669
2016-09-10,A,2967,262,329,31,2869
2016-09-10,AB,646,76,115,6,601
2016-09-10,B,1618,308,406,8,1512
2016-09-10,O,669,441,732,2,376
2016-09-11,A,2869,482,356,37,2958
2016-09-11,AB,601,133,115,9,610
2016-09-11,B,1512,521,455,11,1567
2016-09-11,O,376,881,756,1,500
2016-09-12,A,2958,52,417,23,2570
2016-09-12,AB,610,10,87,4,529
2016-09-12,B,1567,34,433,10,1158
2016-09-12,O,500,91,591,0,0
2016-09-13,A,2570,109,370,11,2298
2016-09-13,AB,529,39,97,3,468
2016-09-13,B,1158,123,454,3,824
2016-09-13,O,0,186,186,0,0
2016-09-14,A,2298,221,387,18,2114
2016-09-14,AB,468,67,98,3,434
2016-09-14,B,824,228,433,3,616
2016-09-14,O,0,410,410,0,0
2016-09-15,A,2114,279,375,14,2004
2016-09-15,AB,434,61,90,5,400
2016-09-15,B,616,301,418,3,496
2016-09-15,O,0,443,443,0,0
2016-09-16,A,2004,438,348,13,2081
2016-09-16,AB,400,113,83,1,429
2016-09-16,B,496,535,440,2,589
2016-09-16,O,0,815,678,0,137
2016-09-17,A,2081,258,268,14,2057
2016-09-17,AB,429,52,94,3,384
2016-09-17,B,589,284,383,5,485
2016-09-17,O,137,423,560,0,0
2016-09-18,A,2057,651,353,19,2336
2016-09-18,AB,384,160,111,3,430
2016-09-18,B,485,636,410,6,705
2016-09-18,O,0,1056,690,4,362
2016-09-19,A,2336,247,392,15,2176
2016-09-19,AB,430,58,85,1,402
2016-09-19,B,705,275,420,4,556
2016-09-19,O,362,489,700,0,151
2016-09-20,A,2176,408,392,12,2180
2016-09-20,AB,402,109,104,1,406
2016-09-20,B,556,461,445,2,570
2016-09-20,O,151,738,680,0,209
2016-09-21,A,2180,391,382,25,2164
2016-09-21,AB,406,91,119,1,377
2016-09-21,B,570,412,416,4,562
2016-09-21,O,209,609,687,1,130
2016-09-22,A,2164,327,394,8,2089
2016-09-22,AB,377,119,106,5,385
2016-09-22,B,562,371,416,5,512
2016-09-22,O,130,615,745,0,0
2016-09-23,A,2089,261,350,19,1981
2016-09-23,AB,385,96,103,3,375
2016-09-23,B,512,300,419,2,391
2016-09-23,O,0,470,470,0,0
2016-09-24,A,1981,340,348,8,1965
2016-09-24,AB,375,76,88,5,358
2016-09-24,B,391,372,369,1,393
2016-09-24,O,0,568,568,0,0
2016-09-25,A,1965,572,333,17,2187
2016-09-25,AB,358,164,111,1,410
2016-09-25,B,393,604,361,2,634
2016-09-25,O,0,1008,653,2,353
2016-09-26,A,2187,320,369,13,2125
2016-09-26,AB,410,83,100,2,391
2016-09-26,B,634,337,404,6,561
2016-09-26,O,353,523,656,2,218
2016-09-27,A,2125,491,326,19,2271
2016-09-27,AB,391,150,104,1,436
2016-09-27,B,561,541,409,5,688
2016-09-27,O,218,822,630,1,409
2016-09-28,A,2271,503,370,19,2385
2016-09-28,AB,436,154,103,7,480
2016-09-28,B,688,627,406,7,902
2016-09-28,O,409,769,658,2,518
2016-09-29,A,2385,377,335,28,2399
2016-09-29,AB,480,112,116,2,474
2016-09-29,B,902,455,453,6,898
2016-09-29,O,518,634,651,8,493
2016-09-30,A,2399,285,348,20,2316
2016-09-30,AB,474,66,105,1,434
2016-09-30,B,898,308,447,3,756
2016-09-30,O,493,408,581,0,320
2016-10-01,A,2316,267,325,16,2242
2016-10-01,AB,434,63,89,5,403
2016-10-01,B,756,285,395,5,641
2016-10-01,O,320,438,576,1,181
2016-10-02,A,2242,571,318,16,2479
2016-10-02,AB,403,150,84,2,467
2016-10-02,B,641,566,399,5,803
2016-10-02,O,181,860,571,6,464
2016-10-03,A,2479,129,358,11,2239
2016-10-03,AB,467,27,102,2,390
2016-10-03,B,803,125,416,5,507
2016-10-03,O,464,193,571,1,85
2016-10-04,A,2239,465,366,21,2317
2016-10-04,AB,390,156,89,2,455
2016-10-04,B,507,591,373,5,720
2016-10-04,O,85,833,644,2,272
2016-10-05,A,2317,375,346,27,2319
2016-10-05,AB,455,110,103,3,459
2016-10-05,B,720,388,392,4,712
2016-10-05,O,272,571,621,1,221
2016-10-06,A,2319,268,334,19,2234
2016-10-06,AB,459,99,111,3,444
2016-10-06,B,712,276,410,2,576
2016-10-06,O,221,434,599,1,55
2016-10-07,A,2234,178,343,9,2060
2016-10-07,AB,444,47,86,6,399
2016-10-07,B,576,182,396,0,362
2016-10-07,O,55,344,399,0,0
2016-10-08,A,2060,389,334,21,2094
2016-10-08,AB,399,113,90,5,417
2016-10-08,B,362,440,396,1,405
2016-10-08,O,0,658,596,0,62
2016-10-09,A,2094,663,349,21,2387
2016-10-09,AB,417,169,92,7,487
2016-10-09,B,405,674,370,1,708
2016-10-09,O,62,1068,606,5,519
2016-10-10,A,2387,224,377,16,2218
2016-10-10,AB,487,51,102,1,435
2016-10-10,B,708,267,436,3,536
2016-10-10,O,519,365,622,1,261
2016-10-11,A,2218,341,386,16,2157
2016-10-11,AB,435,84,119,2,398
2016-10-11,B,536,396,424,3,505
2016-10-11,O,261,561,627,2,193
2016-10-12,A,2157,502,391,18,2250
2016-10-12,AB,398,124,97,4,421
2016-10-12,B,505,573,446,6,626
2016-10-12,O,193,699,670,0,222
2016-10-13,A,2250,388,380,15,2243
2016-10-13,AB,421,86,113,0,394
2016-10-13,B,626,425,451,2,598
2016-10-13,O,222,594,816,0,0
2016-10-14,A,2243,307,387,22,2141
2016-10-14,AB,394,41,114,1,320
2016-10-14,B,598,345,469,3,471
2016-10-14,O,0,464,464,0,0
2016-10-15,A,2141,254,399,11,1985
2016-10-15,AB,320,57,106,4,267
2016-10-15,B,471,318,412,5,372
2016-10-15,O,0,389,389,0,0
2016-10-16,A,1985,591,354,12,2210
2016-10-16,AB,267,116,106,1,276
2016-10-16,B,372,642,451,5,558
2016-10-16,O,0,1030,584,0,446
2016-10-17,A,2210,237,401,14,2032
2016-10-17,AB,276,42,110,1,207
2016-10-17,B,558,232,438,6,346
2016-10-17,O,446,356,679,0,123
2016-10-18,A,2032,399,394,13,2024
2016-10-18,AB,207,93,111,0,189
2016-10-18,B,346,407,417,1,335
2016-10-18,O,123,590,680,0,33
2016-10-19,A,2024,427,430,11,2010
2016-10-19,AB,189,72,88,1,172
2016-10-19,B,335,446,436,2,343
2016-10-19,O,33,729,682,0,80
2016-10-20,A,2010,402,418,15,1979
2016-10-20,AB,172,74,80,2,164
2016-10-20,B,343,480,436,1,386
2016-10-20,O,80,697,669,1,107
2016-10-21,A,1979,290,412,13,1844
2016-10-21,AB,164,57,103,0,118
2016-10-21,B,386,321,445,1,261
2016-10-21,O,107,518,625,0,0
2016-10-22,A,1844,281,400,9,1716
2016-10-22,AB,118,54,84,1,87
2016-10-22,B,261,330,392,1,198
2016-10-22,O,0,508,508,0,0
2016-10-23,A,1716,644,371,12,1977
2016-10-23,AB,87,101,104,0,84
2016-10-23,B,198,649,377,1,469
2016-10-23,O,0,1002,646,2,354
2016-10-24,A,1977,179,397,10,1749
2016-10-24,AB,84,39,88,0,35
2016-10-24,B,469,216,433,1,251
2016-10-24,O,354,330,684,0,0
2016-10-25,A,1749,268,412,13,1592
2016-10-25,AB,35,42,77,0,0
2016-10-25,B,251,280,419,1,111
2016-10-25,O,0,411,411,0,0
2016-10-26,A,1592,387,448,13,1518
2016-10-26,AB,0,70,70,0,0
2016-10-26,B,111,434,431,0,114
2016-10-26,O,0,661,661,0,0
2016-10-27,A,1518,208,387,9,1330
2016-10-27,AB,0,43,43,0,0
2016-10-27,B,114,236,350,0,0
2016-10-27,O,0,392,392,0,0
2016-10-28,A,1330,142,410,8,1054
2016-10-28,AB,0,40,40,0,0
2016-10-28,B,0,178,178,0,0
2016-10-28,O,0,270,270,0,0
2016-10-29,A,1054,330,341,4,1039
2016-10-29,AB,0,73,66,0,7
2016-10-29,B,0,339,339,0,0
2016-10-29,O,0,524,524,0,0
2016-10-30,A,1039,408,383,7,1057
2016-10-30,AB,7,78,75,0,10
2016-10-30,B,0,394,367,0,27
2016-10-30,O,0,676,557,1,118
2016-10-31,A,1057,126,403,7,773
2016-10-31,AB,10,32,42,0,0
2016-10-31,B,27,135,162,0,0
2016-10-31,O,118,219,337,0,0
2016-11-01,A,773,237,368,2,640
2016-11-01,AB,0,65,65,0,0
2016-11-01,B,0,261,261,0,0
2016-11-01,O,0,407,407,0,0
2016-11-02,A,640,285,385,6,534
2016-11-02,AB,0,92,69,0,23
2016-11-02,B,0,353,353,0,0
2016-11-02,O,0,552,552,0,0
2016-11-03,A,534,298,393,3,436
2016-11-03,AB,23,66,77,0,12
2016-11-03,B,0,350,350,0,0
2016-11-03,O,0,535,535,0,0
2016-11-04,A,436,158,369,1,224
2016-11-04,AB,12,36,48,0,0
2016-11-04,B,0,194,194,0,0
2016-11-04,O,0,277,277,0,0
2016-11-05,A,224,357,337,2,242
2016-11-05,AB,0,79,79,0,0
2016-11-05,B,0,389,365,0,24
2016-11-05,O,0,562,480,1,81
2016-11-06,A,242,541,363,2,418
2016-11-06,AB,0,112,71,0,41
2016-11-06,B,24,479,365,1,137
2016-11-06,O,81,853,511,3,420
2016-11-07,A,418,260,380,3,295
2016-11-07,AB,41,62,82,0,21
2016-11-07,B,137,295,429,0,3
2016-11-07,O,420,441,564,1,296
2016-11-08,A,295,317,331,0,281
2016-11-08,AB,21,72,70,0,23
2016-11-08,B,3,344,347,0,0
2016-11-08,O,296,569,605,3,257
2016-11-09,A,281,438,324,5,390
2016-11-09,AB,23,105,74,0,54
2016-11-09,B,0,530,409,0,121
2016-11-09,O,257,794,548,1,502
2016-11-10,A,390,297,337,3,347
2016-11-10,AB,54,84,75,1,62
2016-11-10,B,121,350,358,1,112
2016-11-10,O,502,579,561,3,517
2016-11-11,A,347,312,327,5,327
2016-11-11,AB,62,96,86,0,72
2016-11-11,B,112,350,365,1,96
2016-11-11,O,517,589,573,2,531
2016-11-12,A,327,296,287,2,334
2016-11-12,AB,72,73,74,0,71
2016-11-12,B,96,355,348,1,102
2016-11-12,O,531,498,491,4,534
2016-11-13,A,334,525,614,2,243
2016-11-13,AB,71,117,73,1,114
2016-11-13,B,102,510,363,1,248
2016-11-13,O,534,847,534,8,839
2016-11-14,A,243,176,366,1,52
2016-11-14,AB,114,51,82,0,83
2016-11-14,B,248,196,382,0,62
2016-11-14,O,839,304,524,5,614
2016-11-15,A,52,341,371,0,22
2016-11-15,AB,83,87,63,1,106
2016-11-15,B,62,350,337,1,74
2016-11-15,O,614,598,545,4,663
2016-11-16,A,22,347,321,0,48
2016-11-16,AB,106,103,54,1,154
2016-11-16,B,74,360,385,0,49
2016-11-16,O,663,581,529,7,708
2016-11-17,A,48,374,370,0,52
2016-11-17,AB,154,101,85,1,169
2016-11-17,B,49,437,352,0,134
2016-11-17,O,708,653,530,7,824
2016-11-18,A,52,320,306,0,66
2016-11-18,AB,169,76,76,1,168
2016-11-18,B,134,337,368,3,100
2016-11-18,O,824,513,567,4,766
2016-11-19,A,66,509,339,1,235
2016-11-19,AB,168,145,86,2,225
2016-11-19,B,100,616,331,2,383
2016-11-19,O,766,1003,487,8,1274
2016-11-20,A,235,652,319,2,566
2016-11-20,AB,225,129,68,1,285
2016-11-20,B,383,583,361,2,603
2016-11-20,O,1274,944,514,10,1694
2016-11-21,A,566,203,366,5,398
2016-11-21,AB,285,52,87,2,248
2016-11-21,B,603,240,367,3,473
2016-11-21,O,1694,369,549,4,1510
2016-11-22,A,398,318,335,3,378
2016-11-22,AB,248,91,92,0,247
2016-11-22,B,473,395,377,2,489
2016-11-22,O,1510,525,558,13,1464
2016-11-23,A,378,414,320,4,468
2016-11-23,AB,247,102,212,2,135
2016-11-23,B,489,507,403,4,589
2016-11-23,O,1464,713,608,10,1559
2016-11-24,A,468,398,378,3,485
2016-11-24,AB,135,136,93,0,178
2016-11-24,B,589,464,428,1,624
2016-11-24,O,1559,661,593,13,1614
2016-11-25,A,485,310,333,1,461
2016-11-25,AB,178,83,93,2,166
2016-11-25,B,624,358,381,6,595
2016-11-25,O,1614,513,561,12,1554
2016-11-26,A,461,279,305,5,430
2016-11-26,AB,166,64,86,0,144
2016-11-26,B,595,306,351,2,548
2016-11-26,O,1554,495,546,11,1492
2016-11-27,A,430,548,324,3,651
2016-11-27,AB,144,158,78,2,222
2016-11-27,B,548,604,391,0,761
2016-11-27,O,1492,855,594,12,1741
2016-11-28,A,651,170,379,5,437
2016-11-28,AB,222,62,94,1,189
2016-11-28,B,761,182,392,2,549
2016-11-28,O,1741,252,558,11,1424
2016-11-29,A,437,225,359,3,300
2016-11-29,AB,189,64,93,0,160
2016-11-29,B,549,260,383,6,420
2016-11-29,O,1424,382,539,9,1258
2016-11-30,A,300,332,365,2,265
2016-11-30,AB,160,74,73,1,160
2016-11-30,B,420,361,413,2,366
2016-11-30,O,1258,512,568,10,1192
2016-12-01,A,265,337,400,0,202
2016-12-01,AB,160,94,106,1,147
2016-12-01,B,366,425,389,2,400
2016-12-01,O,1192,579,562,9,1200
2016-12-02,A,202,205,380,1,26
2016-12-02,AB,147,43,93,1,96
2016-12-02,B,400,228,445,1,182
2016-12-02,O,1200,328,551,6,971
2016-12-03,A,26,269,295,0,0
2016-12-03,AB,96,65,88,0,73
2016-12-03,B,182,313,390,0,105
2016-12-03,O,971,446,511,8,898
2016-12-04,A,0,651,339,2,310
2016-12-04,AB,73,176,89,1,159
2016-12-04,B,105,701,365,0,441
2016-12-04,O,898,1100,539,8,1451
2016-12-05,A,310,236,376,1,169
2016-12-05,AB,159,65,108,1,115
2016-12-05,B,441,244,412,0,273
2016-12-05,O,1451,382,588,4,1241
2016-12-06,A,169,283,406,0,46
2016-12-06,AB,115,68,85,0,98
2016-12-06,B,273,326,421,2,176
2016-12-06,O,1241,453,540,4,1150
2016-12-07,A,46,436,365,1,116
2016-12-07,AB,98,116,100,1,113
2016-12-07,B,176,522,405,1,292
2016-12-07,O,1150,698,601,9,1238
2016-12-08,A,116,334,450,0,0
2016-12-08,AB,113,90,96,1,106
2016-12-08,B,292,382,446,1,227
2016-12-08,O,1238,564,575,6,1221
2016-12-09,A,0,208,208,0,0
2016-12-09,AB,106,67,85,1,87
2016-12-09,B,227,218,445,0,0
2016-12-09,O,1221,315,624,2,910
2016-12-10,A,0,294,294,0,0
2016-12-10,AB,87,65,68,1,83
2016-12-10,B,0,307,307,0,0
2016-12-10,O,910,488,570,2,826
2016-12-11,A,0,313,313,0,0
2016-12-11,AB,83,94,94,1,82
2016-12-11,B,0,348,348,0,0
2016-12-11,O,826,627,552,3,898
2016-12-12,A,0,130,130,0,0
2016-12-12,AB,82,34,108,0,8
2016-12-12,B,0,139,139,0,0
2016-12-12,O,898,203,553,3,545
2016-12-13,A,0,234,234,0,0
2016-12-13,AB,8,68,76,0,0
2016-12-13,B,0,292,292,0,0
2016-12-13,O,545,446,576,2,413
2016-12-14,A,0,314,314,0,0
2016-12-14,AB,0,89,89,0,0
2016-12-14,B,0,362,362,0,0
2016-12-14,O,413,551,566,2,396
2016-12-15,A,0,344,321,0,23
2016-12-15,AB,0,99,98,0,1
2016-12-15,B,0,350,350,0,0
2016-12-15,O,396,548,553,4,387
2016-12-16,A,23,178,201,0,0
2016-12-16,AB,1,41,42,0,0
2016-12-16,B,0,166,166,0,0
2016-12-16,O,387,274,592,0,69
2016-12-17,A,0,510,337,1,172
2016-12-17,AB,0,144,93,0,51
2016-12-17,B,0,581,429,1,151
2016-12-17,O,69,795,512,0,352
2016-12-18,A,172,593,317,2,446
2016-12-18,AB,51,133,94,2,88
2016-12-18,B,151,663,403,3,408
2016-12-18,O,352,1003,510,8,837
2016-12-19,A,446,255,369,1,331
2016-12-19,AB,88,65,84,0,69
2016-12-19,B,408,261,389,6,274
2016-12-19,O,837,443,533,4,743
2016-12-20,A,331,378,331,2,376
2016-12-20,AB,69,106,92,1,82
2016-12-20,B,274,390,397,1,266
2016-12-20,O,743,593,528,6,802
2016-12-21,A,376,294,328,3,339
2016-12-21,AB,82,69,101,0,50
2016-12-21,B,266,344,415,1,194
2016-12-21,O,802,539,547,3,791
2016-12-22,A,339,352,350,0,341
2016-12-22,AB,50,93,93,0,50
2016-12-22,B,194,359,397,1,155
2016-12-22,O,791,541,544,5,783
2016-12-23,A,341,206,339,2,206
2016-12-23,AB,50,47,97,0,0
2016-12-23,B,155,207,362,0,0
2016-12-23,O,783,333,520,4,592
2016-12-24,A,206,221,309,1,117
2016-12-24,AB,0,64,64,0,0
2016-12-24,B,0,258,258,0,0
2016-12-24,O,592,341,415,3,515
2016-12-25,A,117,382,290,0,209
2016-12-25,AB,0,92,84,2,6
2016-12-25,B,0,435,335,0,100
2016-12-25,O,515,630,412,3,730
2016-12-26,A,209,180,349,0,40
2016-12-26,AB,6,51,57,0,0
2016-12-26,B,100,174,274,0,0
2016-12-26,O,730,310,500,0,540
2016-12-27,A,40,171,211,0,0
2016-12-27,AB,0,63,63,0,0
2016-12-27,B,0,194,194,0,0
2016-12-27,O,540,267,463,3,341
2016-12-28,A,0,217,217,0,0
2016-12-28,AB,0,50,50,0,0
2016-12-28,B,0,217,217,0,0
2016-12-28,O,341,347,454,1,233
2016-12-29,A,0,309,309,0,0
2016-12-29,AB,0,81,81,0,0
2016-12-29,B,0,342,342,0,0
2016-12-29,O,233,511,522,0,222
2016-12-30,A,0,186,186,0,0
2016-12-30,AB,0,66,66,0,0
2016-12-30,B,0,228,228,0,0
2016-12-30,O,222,377,435,0,164
2016-12-31,A,0,224,224,0,0
2016-12-31,AB,0,60,60,0,0
2016-12-31,B,0,260,260,0,0
2016-12-31,O,164,357,414,0,107
2017-01-01,A,0,383,290,0,93
2017-01-01,AB,0,81,68,0,13
2017-01-01,B,0,340,309,0,31
2017-01-01,O,107,503,415,1,194
2017-01-02,A,93,244,330,0,7
2017-01-02,AB,13,80,76,0,17
2017-01-02,B,31,272,303,0,0
2017-01-02,O,194,410,496,2,106
2017-01-03,A,7,167,174,0,0
2017-01-03,AB,17,37,54,0,0
2017-01-03,B,0,159,159,0,0
2017-01-03,O,106,275,381,0,0
2017-01-04,A,0,293,292,0,1
2017-01-04,AB,0,64,64,0,0
2017-01-04,B,0,291,291,0,0
2017-01-04,O,0,423,423,0,0
2017-01-05,A,1,302,270,0,33
2017-01-05,AB,0,71,70,0,1
2017-01-05,B,0,288,288,0,0
2017-01-05,O,0,490,478,0,12
2017-01-06,A,33,237,270,0,0
2017-01-06,AB,1,55,56,0,0
2017-01-06,B,0,272,272,0,0
2017-01-06,O,12,371,383,0,0
2017-01-07,A,0,426,263,0,163
2017-01-07,AB,0,87,60,0,27
2017-01-07,B,0,372,304,0,68
2017-01-07,O,0,606,427,1,178
2017-01-08,A,163,724,280,6,601
2017-01-08,AB,27,185,84,0,128
2017-01-08,B,68,761,282,3,544
2017-01-08,O,178,1238,502,4,910
2017-01-09,A,601,271,340,3,529
2017-01-09,AB,128,77,77,0,128
2017-01-09,B,544,331,336,4,535
2017-01-09,O,910,387,469,2,826
2017-01-10,A,529,356,293,4,588
2017-01-10,AB,128,85,70,1,142
2017-01-10,B,535,372,356,1,550
2017-01-10,O,826,645,478,6,987
2017-01-11,A,588,482,336,4,730
2017-01-11,AB,142,162,85,2,217
2017-01-11,B,550,612,352,5,805
2017-01-11,O,987,860,473,4,1370
2017-01-12,A,730,437,357,5,805
2017-01-12,AB,217,116,90,3,240
2017-01-12,B,805,494,373,6,920
2017-01-12,O,1370,733,463,6,1634
2017-01-13,A,805,188,347,4,642
2017-01-13,AB,240,50,88,1,201
2017-01-13,B,920,199,338,2,779
2017-01-13,O,1634,336,484,5,1481
2017-01-14,A,642,350,306,2,684
2017-01-14,AB,201,83,92,1,191
2017-01-14,B,779,414,336,5,852
2017-01-14,O,1481,584,419,11,1635
2017-01-15,A,684,578,273,9,980
2017-01-15,AB,191,163,77,1,276
2017-01-15,B,852,590,373,8,1061
2017-01-15,O,1635,964,451,12,2136
2017-01-16,A,980,249,333,8,888
2017-01-16,AB,276,69,92,1,252
2017-01-16,B,1061,302,374,5,984
2017-01-16,O,2136,417,487,14,2052
2017-01-17,A,888,406,302,6,986
2017-01-17,AB,252,109,85,2,274
2017-01-17,B,984,421,360,4,1041
2017-01-17,O,2052,643,514,13,2168
2017-01-18,A,986,579,341,5,1219
2017-01-18,AB,274,141,93,2,320
2017-01-18,B,1041,588,376,4,1249
2017-01-18,O,2168,810,468,10,2500
2017-01-19,A,1219,444,328,7,1328
2017-01-19,AB,320,114,115,1,318
